Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code,segment
838,44.0,0.125,1,1,0.0,1,0.0,0,0,1,0,115,21,38.0,20872,6
839,31.07692308,1.083333333,1,1,0.142857143,22,0.819306931,1,1,5,1,50,62,4.181818182,18940,1
840,37.83333333,0.230769231,2,2,0.0,2,0.0,0,0,4,1,85,21,20.5,22401,2
841,17.77272727,0.647058824,1,1,0.0,18,0.882352941,0,1,1,1,105,21,4.0,20148,3
842,12.375,0.222222222,1,1,0.0,19,0.0,0,1,1,1,45,21,2.315789474,20151,3
843,25.0,0.25,1,1,0.0,5,0.0,1,1,4,1,95,21,3.6,8527,3
844,22.03333333,0.714285714,1,1,0.0,9,0.143721634,0,1,1,0,75,25,8.111111111,21136,3
845,50.66666667,0.75,3,1,0.0,9,0.162828947,1,0,1,1,35,21,9.555555556,21044,2
846,29.96666667,0.714285714,2,1,0.0,7,0.0,0,1,4,0,40,56,13.28571429,21208,3
847,7.239130435,5.75,2,1,0.0,4,1.069069069,0,1,3,0,35,21,13.0,8016,3
848,16.75,0.615384615,1,1,0.0,6,0.194029851,1,1,1,0,35,59,5.833333333,21117,3
849,17.73333333,1.428571429,5,3,0.210526316,40,0.246240602,1,1,5,0,40,21,5.375,21014,1
850,19.66666667,0.142857143,1,1,0.0,11,1.0,0,1,7,1,35,66,2.727272727,8003,3
851,49.66666667,0.166666667,2,1,0.0,2,0.0,0,0,3,1,130,49,16.5,8757,2
852,14.75,0.571428571,1,1,0.0,7,0.5,0,1,1,0,35,21,6.428571429,8406,3
853,20.41556886,6.423076923,3,2,0.076086957,40,0.449345926,1,0,4,0,35,80,14.425,23113,1
854,31.95892857,0.903225807,4,2,0.25,40,0.026820138,1,1,1,1,130,60,5.775,22308,1
855,25.4,0.294117647,1,1,0.5,40,1.078740158,1,0,1,0,100,79,1.35,21234,1
856,19.91666667,0.25,3,1,0.0,3,0.0,0,1,2,0,35,21,31.33333333,20815,6
857,17.42307692,1.857142857,3,1,0.0,4,0.0,1,1,1,1,35,21,15.75,8221,3
858,22.0,0.1,1,1,0.0,7,0.0,1,1,7,1,90,65,2.714285714,20815,3
859,39.156,1.0,4,2,0.090909091,14,0.0,0,0,1,1,35,42,10.28571429,22003,2
860,20.38,0.208333333,1,3,0.0,6,0.353287537,1,1,3,1,35,72,24.83333333,20817,3
861,11.8,0.227272727,2,1,0.5,40,0.423728814,1,0,1,1,160,50,4.25,8055,1
862,69.0,0.2,1,1,0.0,5,0.0,0,0,1,1,90,21,5.2,8053,2
863,22.53269231,1.733333333,3,1,0.2,21,0.0,0,1,1,0,90,59,7.333333333,20007,3
864,46.16666667,0.142857143,2,1,0.0,4,0.0,0,0,1,1,35,21,11.75,22310,2
865,35.33333333,1.5,2,2,0.0,4,0.0,1,1,6,0,140,60,8.75,18901,3
866,33.375,0.210526316,1,1,0.0,6,0.0,0,1,2,1,115,84,19.66666667,21234,3
867,20.5,2.0,1,1,0.0,2,0.0,0,1,1,0,65,21,2.0,8721,3
868,35.12587413,7.15,6,3,0.152671756,39,0.044594864,1,1,2,0,95,21,14.02564103,22030,1
869,279.0,0.142857143,1,1,0.0,4,0.0,1,0,1,0,35,21,6.75,20895,4
870,22.66666667,0.166666667,1,1,0.0,11,0.5,0,1,1,1,50,21,1.363636364,22206,3
871,49.27435897,1.95,4,2,0.181818182,38,0.185252641,1,1,4,1,40,58,6.5,21075,1
872,44.54545455,1.1,1,3,0.0,3,0.0,0,0,3,1,35,49,16.66666667,23229,2
873,24.23625,1.6,3,2,0.285714286,11,0.304296251,0,1,5,0,70,86,2.636363636,20707,3
874,39.0,0.25,2,1,0.0,3,0.0,1,1,1,1,95,21,9.0,22630,2
875,27.80178571,3.111111111,2,1,0.105263158,25,0.280685979,1,0,1,1,35,28,14.64,23113,1
876,50.5,2.0,1,2,0.0,2,0.244224422,0,0,3,0,50,21,16.0,18966,2
877,24.0,2.0,1,1,0.0,1,0.0,1,1,1,0,110,36,5.0,21146,3
878,24.95,1.0,1,1,0.0,1,0.0,1,1,1,0,35,45,6.0,21144,3
879,53.4,0.714285714,1,2,0.0,4,0.0,0,0,1,1,150,62,8.5,21228,2
880,22.53552632,1.9,4,2,0.217391304,14,0.403398143,0,1,1,1,35,21,22.35714286,22152,3
881,19.34285714,1.555555556,3,1,0.181818182,12,0.144017725,0,1,8,0,75,77,1.0,22315,3
882,25.16666667,0.272727273,1,1,0.0,2,0.0,0,1,5,1,35,80,44.5,21234,6
883,92.33333333,0.6,2,1,0.0,2,0.0,0,0,1,1,160,39,13.5,23229,5
884,54.25,0.285714286,1,2,0.0,2,0.0,0,0,1,0,35,44,22.0,8096,2
885,24.88076923,0.8125,2,2,0.3,40,0.299891792,1,0,1,0,70,71,4.4,20770,1
886,32.14285714,1.4,3,1,0.0,5,0.0,0,1,2,1,150,21,6.8,22911,3
887,20.99230769,0.52,2,2,0.181818182,32,0.0,1,1,3,0,125,72,4.21875,21114,1
888,139.0,0.066666667,1,1,0.0,11,0.0,1,0,5,0,35,22,1.363636364,19136,5
889,49.5,0.05,1,1,0.0,17,0.0,1,0,1,0,155,45,2.823529412,20910,2
890,38.55384615,2.166666667,4,2,0.153846154,16,0.0,0,0,3,0,35,23,3.5625,20187,2
891,34.80810811,1.608695652,4,2,0.0,6,0.100939514,1,1,1,0,35,49,46.5,22901,6
892,51.33333333,1.5,1,1,0.0,2,0.422077922,1,0,4,1,35,48,8.5,19010,2
893,33.35185185,2.7,4,2,0.0,1,0.0,1,0,6,1,35,66,165.0,8085,0
894,51.3,0.3125,3,2,0.2,21,0.0,0,0,3,1,35,44,6.19047619,8691,2
895,18.89473684,2.375,2,1,0.0,5,0.525069638,1,1,1,0,130,57,20.0,21209,3
896,24.08461539,3.058823529,3,2,0.25,21,0.630748962,1,0,1,0,115,28,4.761904762,22151,3
897,39.0,1.0,1,1,0.0,1,0.0,0,0,4,0,85,25,2.0,23233,2
898,31.01086957,0.793103448,5,2,0.0,27,0.271293375,0,1,4,0,140,55,13.37037037,20895,1
899,29.5,1.0,2,1,0.0,2,0.0,0,0,8,1,110,22,2.0,20782,3
900,65.0,1.0,1,1,0.0,5,0.0,1,0,1,0,35,42,6.8,20854,2
901,39.9,2.25,3,3,0.162790698,30,0.17541539,1,1,3,0,110,28,8.466666667,22041,1
902,21.76111111,0.428571429,2,2,0.125,11,0.0,0,1,4,1,35,21,2.909090909,22312,3
903,24.91444444,4.736842105,5,2,0.0625,24,0.369932658,1,0,1,1,95,26,9.458333333,22302,1
904,23.90945946,1.608695652,4,2,0.441176471,40,0.0,1,1,1,1,175,32,7.75,19067,1
905,54.1,0.5,2,1,0.0,9,0.103512015,0,0,3,1,105,21,7.222222222,20170,2
906,14.66666667,0.2,1,1,0.0,12,0.0,0,1,1,1,115,21,2.0,8226,3
907,33.9,0.384615385,1,1,0.0,12,0.0,0,1,1,0,35,21,1.0,8091,3
908,19.88974359,1.695652174,4,2,0.25,29,0.085019982,1,1,1,0,70,78,12.03448276,22308,1
909,24.0,0.2,1,1,0.0,5,0.0,0,1,1,0,35,21,2.4,8360,3
910,10.5,0.6,2,1,0.0,8,0.603174603,0,1,8,1,35,68,3.75,22031,3
911,93.14375,1.263157895,4,2,0.0,17,0.185197611,0,0,3,1,105,56,20.58823529,20817,5
912,23.83333333,0.6,2,2,0.0,3,0.0,0,1,1,0,55,21,14.0,21212,3
913,29.5,0.055555556,1,1,0.0,17,0.0,0,1,3,0,90,62,1.705882353,22191,3
914,22.75,1.0,1,3,0.133333333,10,0.0,0,1,1,1,45,77,13.8,21701,3
915,85.6,0.138888889,1,1,0.0,4,1.0,1,1,1,0,85,50,19.75,21157,5
916,42.75,0.111111111,1,1,0.0,7,0.0,0,0,1,1,70,21,4.428571429,8225,2
917,33.915625,2.133333333,4,2,0.24137931,32,0.031788446,1,0,3,0,35,43,6.84375,21784,1
918,59.0,0.5,1,1,0.0,3,0.0,1,1,1,0,35,25,1.333333333,20136,2
919,30.1875,1.272727273,2,3,0.111111111,14,0.735285419,1,1,5,0,35,86,10.71428571,19038,3
920,16.7,2.5,1,2,0.0,2,0.0,0,1,5,1,90,74,5.5,21784,3
921,32.52777778,0.75,3,3,0.0,11,0.204099061,0,1,1,0,40,66,8.363636364,20180,3
922,27.0,0.166666667,1,1,0.0,4,0.0,0,1,1,0,35,26,5.0,22027,3
923,69.0,0.142857143,1,1,0.0,3,0.0,0,0,1,0,95,37,6.666666667,8731,2
924,22.09404762,4.666666667,3,3,0.047619048,4,0.534457676,0,1,1,1,85,21,29.5,20852,6
925,49.51632653,1.884615385,5,2,0.428571429,40,0.146849112,1,0,1,0,45,44,7.575,21784,1
926,23.70833333,0.48,2,2,0.0,18,0.25659051,0,0,1,1,120,51,7.833333333,21401,3
927,47.015,1.052631579,3,2,0.235294118,40,0.0,1,0,3,1,155,84,3.275,21401,1
928,39.0,0.043478261,1,1,0.0,6,0.0,0,1,1,1,35,29,11.0,19147,2
929,32.12333333,2.0,3,2,0.15,21,0.180294698,1,1,1,1,35,55,9.523809524,22101,1
930,39.95,0.090909091,1,1,1.0,40,0.0,1,1,1,1,70,82,0.525,20147,1
931,32.37586207,1.115384615,5,2,0.153846154,40,0.052188732,1,1,1,0,35,21,5.725,21401,1
932,40.16666667,0.857142857,2,2,0.0,3,0.0,1,0,5,1,65,21,9.666666667,8081,2
933,36.35147059,4.857142857,4,1,0.1,10,0.0,0,0,4,1,135,21,18.0,21060,3
934,21.3,1.444444444,3,3,0.333333333,17,0.555976887,1,0,5,1,35,21,2.235294118,8094,3
935,9.0,0.625,1,1,0.0,3,0.0,0,0,3,0,40,44,8.666666667,8035,3
936,48.19230769,0.565217391,2,1,0.0,17,0.253790902,0,0,1,1,35,36,4.235294118,20176,2
937,19.17282609,2.421052632,4,1,0.038461539,15,0.529508476,0,0,1,1,55,60,4.066666667,8648,3
938,34.85714286,1.0,2,1,0.090909091,14,0.05942623,1,1,3,0,35,21,11.85714286,22304,3
939,70.33333333,0.652173913,4,2,0.0,12,0.157345972,0,0,4,1,75,49,12.33333333,8873,2
940,29.5,0.55,3,1,0.0,20,0.0,0,0,6,0,35,21,8.2,21771,3
941,18.225,0.2,2,1,1.0,23,0.0,1,0,1,1,160,21,4.260869565,21114,1
942,34.16666667,0.285714286,3,2,0.0,19,0.429268293,1,0,4,1,35,76,1.473684211,22193,1
943,29.0,0.625,2,2,0.0,6,0.0,0,1,1,1,120,29,4.666666667,8234,3
944,19.75,0.181818182,1,1,0.0,3,0.0,0,1,1,0,35,48,10.33333333,22630,3
945,38.22241379,2.071428571,4,1,0.04,13,0.073075015,0,0,1,1,35,98,17.0,19083,2
946,32.0484375,7.384615385,5,2,0.125,19,0.158272797,1,1,1,1,35,21,9.578947368,20814,3
947,31.56,0.714285714,3,2,0.6,26,0.0,1,0,1,0,45,21,1.269230769,8010,1
948,27.21818182,6.875,5,2,0.0,9,0.442818971,1,0,1,1,175,34,22.33333333,23233,3
949,34.92241379,3.222222222,4,2,0.217391304,23,0.099679092,1,0,4,1,65,32,7.652173913,8210,1
950,51.33333333,0.1875,3,1,0.0,10,0.0,0,0,1,1,35,21,5.6,21014,2
951,23.815,0.869565217,5,1,0.277777778,40,0.055637203,0,1,2,1,70,68,4.35,8033,1
952,24.65,0.125,1,2,0.5,22,0.392156863,1,1,1,0,35,94,4.636363636,21403,1
953,33.045,1.538461539,4,2,0.055555556,17,0.0,0,1,1,1,60,21,9.941176471,8053,3
954,29.23709677,4.96,6,3,0.141304348,40,0.12190379,1,0,5,0,100,34,11.0,22309,1
955,29.89592593,1.6875,7,3,0.238095238,27,0.211226601,1,1,6,1,155,80,8.037037037,20723,1
956,20.28444444,2.142857143,4,2,0.115384615,31,0.730718668,1,1,1,1,175,21,7.967741935,8034,1
957,37.07151899,2.548387097,5,2,0.245901639,21,0.170334454,0,1,2,0,35,88,16.71428571,22205,1
958,36.66666667,0.333333333,1,1,0.0,10,0.0,0,0,1,1,40,21,4.7,8046,2
959,24.33333333,0.3,1,1,0.0,15,0.0,0,1,1,0,35,21,3.733333333,20855,3
960,36.0,0.052631579,1,1,0.0,8,0.0,1,1,3,1,85,62,5.5,22407,3
961,28.10384615,3.25,2,2,0.272727273,10,0.120432462,0,1,3,1,125,21,2.7,22042,3
962,35.38095238,1.826086957,3,1,0.0,22,0.153432032,1,0,2,0,145,53,9.227272727,22901,1
963,32.39880952,4.666666667,4,2,0.1875,4,0.22340621,0,0,2,0,35,21,57.5,18901,6
964,21.56694915,2.36,3,2,0.028571429,7,0.436127156,1,1,3,0,40,21,42.57142857,20148,6
965,45.0,0.111111111,1,1,0.0,5,0.0,1,0,3,0,35,51,3.4,20141,2
966,21.56428571,1.166666667,2,1,0.0,6,0.3908579,0,1,2,0,35,21,3.166666667,22015,3
967,43.25,0.4,3,1,0.0,5,0.458574181,0,0,1,0,125,38,28.0,20878,6
968,49.66666667,1.5,1,1,0.0,3,1.0,0,0,3,1,75,21,4.666666667,20120,2
969,28.54191177,3.090909091,5,3,0.283018868,17,0.066208105,1,1,1,0,35,41,18.47058824,21228,3
970,31.63947368,3.8,5,1,0.135135135,13,0.33433142,0,1,4,0,75,22,24.69230769,8527,6
971,155.0,0.055555556,1,1,0.0,11,0.0,0,0,1,1,35,51,13.45454545,20854,5
972,75.0,0.25,1,1,0.0,3,0.0,0,1,3,1,100,21,6.333333333,21702,2
973,14.66666667,0.272727273,1,1,0.0,3,0.0,0,1,7,1,35,21,7.0,20165,3
974,28.33333333,0.214285714,1,2,0.0,4,0.0,0,1,1,1,35,21,6.0,8534,3
975,31.16666667,0.142857143,2,1,0.0,14,0.470588235,0,1,2,1,35,67,5.357142857,20874,3
976,58.0,0.166666667,1,1,0.0,4,0.0,0,0,1,0,50,21,13.0,22033,2
977,27.33333333,0.230769231,2,2,0.0,6,0.0,1,1,8,0,110,62,4.666666667,21236,3
978,27.121875,0.941176471,4,2,0.083333333,16,0.20278834,1,1,3,0,45,21,11.9375,8037,3
979,39.0,0.25,2,1,0.0,6,0.0,0,0,5,0,50,71,5.0,20171,2
980,32.88,4.583333333,3,1,0.048780488,14,0.174435966,1,1,6,0,35,55,15.42857143,22204,3
981,37.5275,2.666666667,6,2,0.088235294,16,0.104889748,0,0,2,1,35,21,24.0625,8755,6
982,27.45178571,2.0,5,3,0.1,9,0.152214922,0,1,5,1,35,46,18.11111111,20136,3
983,17.67857143,1.555555556,4,1,0.133333333,23,0.438383838,1,1,2,0,80,87,9.434782609,8048,3
984,31.31666667,1.0,3,2,0.222222222,25,0.0,1,1,1,0,170,73,1.84,21012,1
985,18.0,0.117647059,1,1,0.0,2,0.0,1,1,1,1,75,21,15.5,21234,3
986,18.696875,1.523809524,5,1,0.083333333,27,0.254053151,1,1,1,0,130,21,5.703703704,21093,1
987,5.571428571,0.875,2,1,0.0,15,3.820512821,1,1,1,1,145,21,4.933333333,20171,3
988,41.0,0.545454546,2,3,0.0,6,0.032520325,0,1,4,1,35,52,33.83333333,20191,6
989,19.63145161,3.444444444,4,2,0.114285714,25,0.345479193,1,0,1,1,175,21,6.88,21042,1
990,36.16666667,0.272727273,2,2,0.0,3,0.820276498,0,0,1,0,40,56,23.33333333,22554,6
991,14.35357143,0.777777778,2,2,0.2,28,0.0,1,1,3,1,50,21,1.25,20901,1
992,31.0,0.1875,2,1,0.0,15,0.0,0,1,1,1,60,21,4.4,19010,3
993,69.4375,0.4,2,1,0.0,3,0.0,0,0,1,1,35,21,25.0,22191,2
994,59.0,0.333333333,1,1,0.0,2,0.0,1,0,1,1,40,21,7.0,21158,2
995,29.2375,4.0,2,1,0.25,3,0.0,1,1,1,1,170,85,2.666666667,8520,3
996,31.16666667,0.6,2,1,0.0,2,0.0,1,1,1,1,100,26,13.5,8620,3
997,16.97045455,1.222222222,4,2,0.0,12,0.262488282,1,1,3,1,55,81,3.083333333,8003,3
998,42.97,0.217391304,2,2,0.4,35,0.0,1,0,3,1,100,73,1.085714286,22201,1
999,28.02857143,1.076923077,2,1,0.166666667,23,0.0,1,0,1,0,95,67,4.47826087,22305,1
1000,49.0,0.2,1,1,0.0,3,0.0,0,1,2,1,100,21,9.333333333,21212,2
1001,30.42307692,2.166666667,3,2,0.0,4,0.0,0,1,1,1,170,87,16.75,19149,3
1002,25.00576923,1.130434783,3,1,0.833333333,40,0.219795432,1,0,1,1,90,34,9.4,21701,1
1003,28.56521739,2.464285714,4,1,0.0,13,0.074074074,0,1,1,1,55,21,16.76923077,8742,3
1004,46.75,2.0,2,2,0.0,2,0.315508021,1,0,1,0,35,21,3.0,22901,2
1005,26.55773196,3.88,6,2,0.085714286,27,0.139746128,1,1,1,1,40,21,11.37037037,20816,1
1006,32.0,0.08,1,1,0.0,23,0.0,0,0,4,1,150,21,1.347826087,8330,1
1007,23.18,2.1875,3,1,0.9375,40,0.817884876,1,0,3,0,55,63,3.4,21035,1
1008,23.79,1.0,2,2,0.333333333,36,0.514712064,1,0,1,0,100,71,3.527777778,8075,1
1009,24.5,0.25,1,1,0.0,7,0.0,0,1,6,0,35,58,4.0,20120,3
1010,31.875,0.52173913,3,2,0.111111111,27,0.0,1,0,5,1,35,87,6.222222222,19130,1
1011,29.31666667,0.230769231,1,1,0.333333333,40,0.0,1,0,3,1,130,92,1.075,8527,1
1012,20.7375,0.666666667,1,1,0.25,9,0.0,0,1,7,1,100,21,3.444444444,23113,3
1013,30.61111111,0.473684211,1,1,0.0,7,0.0,0,1,1,0,35,34,12.28571429,20853,3
1014,23.83787879,1.736842105,4,1,0.238095238,36,0.388228564,1,0,5,1,100,41,6.055555556,20008,1
1015,29.16956522,0.958333333,5,3,0.086956522,29,0.0,1,0,5,1,80,21,6.448275862,22153,1
1016,20.42857143,7.0,2,1,0.0,1,0.0,0,1,1,0,35,21,2.0,8003,3
1017,29.0,0.058823529,1,1,0.0,6,0.0,0,1,5,1,105,51,10.5,8505,3
1018,38.07142857,0.5,1,2,0.2,34,0.0,1,1,1,0,135,21,2.323529412,20191,1
1019,44.0,0.333333333,1,1,0.0,1,0.0,1,1,1,1,105,21,17.0,22124,2
1020,19.8,1.7,4,2,0.0,5,0.308972074,0,1,6,0,35,48,13.8,20852,3
1021,42.31785714,1.4,5,2,0.0,11,0.0,0,0,5,1,35,33,9.545454545,20170,2
1022,12.95,0.111111111,1,1,0.0,2,0.0,1,1,4,1,75,50,20.5,22903,3
1023,35.5,0.210526316,1,1,0.0,9,0.0,0,1,1,1,35,42,15.11111111,22205,3
1024,53.91666667,0.285714286,1,1,0.0,12,0.757341577,1,1,1,1,145,63,3.083333333,18901,2
1025,30.76666667,1.363636364,5,1,0.043478261,14,0.160888407,0,1,4,1,65,47,14.42857143,21210,3
1026,44.0,0.5,1,1,0.0,3,0.0,0,0,1,0,45,21,4.333333333,22206,2
1027,57.875,0.4,2,1,0.0,10,0.0,0,1,2,1,125,40,7.9,21093,2
1028,22.24878049,2.928571429,3,2,0.515151515,40,0.215577724,1,1,7,1,35,33,5.4,22031,1
1029,21.25,0.166666667,2,1,0.0,8,0.0,0,1,4,1,110,88,4.5,20015,3
1030,35.87184211,10.0,7,2,0.204379562,10,0.18332074,0,0,4,0,110,21,53.1,22310,6
1031,31.88518519,1.6875,3,3,0.235294118,40,0.260192822,1,0,1,0,120,81,4.55,19111,1
1032,21.60340909,3.384615385,4,3,0.222222222,26,0.239335122,1,0,1,1,105,21,4.423076923,8075,1
1033,32.16666667,0.166666667,2,2,0.0,2,0.0,0,1,8,1,130,84,21.0,20165,3
1034,15.0,0.166666667,1,1,0.0,6,0.0,0,1,3,0,35,72,3.333333333,20016,3
1035,24.75,0.666666667,2,1,0.0,2,0.0,0,1,2,0,60,27,25.5,19135,6
1036,39.79677419,6.2,5,2,0.043478261,4,0.176704223,0,0,3,0,55,21,24.25,22039,6
1037,16.58043478,2.090909091,4,3,0.272727273,7,0.298937984,0,1,8,0,35,57,9.571428571,21401,3
1038,49.66666667,0.166666667,2,1,0.5,13,0.530201342,0,1,2,1,35,55,7.923076923,8080,2
1039,25.5,0.222222222,1,1,0.0,3,0.882352941,0,1,1,1,35,21,13.33333333,8043,3
1040,69.0,0.142857143,1,1,0.0,7,0.0,0,0,5,0,35,21,2.714285714,8648,2
1041,14.19736842,0.863636364,1,1,0.555555556,40,0.40407785,1,1,1,0,60,21,2.625,22407,1
1042,27.14285714,2.333333333,1,1,0.0,3,0.739473684,1,1,1,0,35,21,7.666666667,8081,3
1043,27.75,0.545454546,2,1,0.0,10,0.0,0,1,8,1,45,21,10.7,21035,3
1044,24.33333333,0.375,1,1,0.0,4,0.0,0,1,4,0,170,24,4.0,20120,3
1045,14.75,0.5,1,1,0.0,5,0.0,0,0,4,1,45,21,6.0,21030,3
1046,7.9,1.25,1,1,0.0,4,1.189873418,0,1,4,1,65,45,2.5,22207,3
1047,31.33333333,0.375,3,1,0.0,1,0.0,1,1,1,1,35,91,20.0,19446,3
1048,39.95,0.071428571,1,1,1.0,40,0.0,1,1,3,1,45,21,0.3,8610,1
1049,37.75,0.2,3,1,0.0,4,0.225165563,1,0,1,1,35,21,16.0,21228,2
1050,7.181818182,2.2,1,1,0.0,3,0.556962025,1,1,8,1,90,47,8.0,21048,3
1051,38.34242424,2.357142857,1,1,0.038461539,9,0.0,1,1,4,0,160,21,28.44444444,8204,6
1052,58.5,0.4,1,1,0.0,6,0.0,0,0,1,1,135,37,6.0,22309,2
1053,90.66666667,0.2,1,1,0.0,2,0.0,0,1,1,0,35,54,21.5,22207,5
1054,31.299,2.272727273,6,2,0.130434783,20,0.035144893,1,1,1,0,150,51,7.75,8234,1
1055,29.5,0.222222222,1,1,0.0,7,0.0,0,0,1,1,35,21,5.0,22032,3
1056,23.16666667,1.5,2,1,0.0,4,0.0,0,1,1,1,35,21,7.0,21784,3
1057,49.0,0.125,1,1,0.0,4,0.0,0,0,1,0,35,35,4.75,19020,2
1058,38.11153846,3.25,3,2,0.111111111,4,0.0,1,1,1,0,165,21,5.75,20181,2
1059,25.85555556,3.9375,6,3,0.069767442,27,0.156547363,1,1,2,1,50,30,4.037037037,22043,1
1060,46.98333333,0.176470588,2,1,0.666666667,40,0.0,1,1,1,1,85,52,1.05,24060,1
1061,11.76888889,1.730769231,3,3,0.72,40,0.650490937,1,1,4,1,120,77,4.95,8107,1
1062,77.145,0.769230769,3,2,0.2,23,0.0,1,0,3,1,35,21,7.434782609,8053,2
1063,49.95,0.166666667,1,1,1.0,33,0.0,1,0,1,1,170,21,0.606060606,22309,1
1064,29.9875,0.190476191,1,2,0.5,40,0.41642351,1,1,4,1,35,86,1.9,19046,1
1065,27.0,0.2,1,1,0.0,4,0.0,0,0,1,0,95,76,12.5,22701,3
1066,29.16590909,5.176470588,6,2,0.396825397,40,0.250058443,1,0,1,0,35,36,5.5,21042,1
1067,33.05555556,0.692307692,4,1,0.166666667,9,0.420168067,1,1,8,1,35,57,9.888888889,22630,3
1068,26.06590909,1.833333333,3,2,0.066666667,14,0.316505362,0,1,1,1,35,63,10.07142857,21093,3
1069,25.49090909,1.375,2,1,0.222222222,2,0.0,1,1,7,1,35,21,34.5,21234,6
1070,9.892857143,0.777777778,3,2,0.0,19,0.862815885,0,1,1,1,35,21,2.842105263,19446,3
1071,18.07142857,0.636363636,2,1,0.0,9,0.23715415,1,1,5,1,35,26,8.333333333,22303,3
1072,22.66666667,0.142857143,2,2,0.0,15,0.0,1,1,8,1,105,96,5.2,22205,3
1073,49.0,0.1,1,1,0.0,10,0.0,0,1,2,1,100,21,2.6,22315,2
1074,22.2375,2.0,2,1,0.5,4,0.0,0,0,6,1,110,25,3.0,21401,3
1075,43.295,1.0,2,1,0.714285714,40,0.131654926,1,1,1,0,35,66,3.4,21157,1
1076,26.21477273,2.2,4,2,0.064516129,27,0.241016082,1,0,4,1,165,21,8.777777778,21012,1
1077,25.079,2.173913044,5,3,0.35483871,30,0.161808685,1,1,1,0,35,21,7.466666667,20879,1
1078,24.04888889,0.692307692,3,3,0.0,3,0.0,0,1,8,1,145,75,18.33333333,8015,3
1079,24.705,3.4,5,3,0.018867925,19,0.300605974,1,1,1,1,35,59,15.84210526,8048,3
1080,51.50657895,1.727272727,6,1,0.0,4,0.044961042,0,1,7,1,35,47,77.5,23229,6
1081,23.45833333,1.090909091,5,3,0.0,1,0.0,0,0,6,1,35,52,142.0,19006,0
1082,37.33333333,1.0,1,2,0.0,3,0.0,0,0,2,1,35,21,7.333333333,19154,2
1083,105.2342105,1.357142857,3,2,0.055555556,13,0.16454525,1,0,3,1,40,28,14.30769231,22066,5
1084,57.41157895,2.878787879,5,1,0.047058824,8,0.0,0,1,6,1,35,21,60.125,8204,6
1085,31.0,1.0,1,2,0.0,2,0.0,0,1,4,0,110,39,9.5,20852,3
1086,27.81818182,1.833333333,3,2,0.0,7,0.258169935,0,1,5,1,35,21,3.857142857,8054,3
1087,24.2,0.238095238,1,1,0.333333333,40,0.867768595,1,0,1,1,175,27,1.4,21212,1
1088,22.9375,1.142857143,2,1,0.0,4,0.0,0,1,4,1,35,62,10.75,19038,3
1089,64.5,0.083333333,1,1,0.0,2,1.0,0,0,1,1,35,21,43.0,20015,6
1090,104.475,0.5,2,2,0.5,9,0.0,0,1,3,1,35,22,2.666666667,21042,5
1091,12.42857143,0.583333333,1,2,0.0,9,0.333333333,1,1,1,0,70,58,2.222222222,21037,3
1092,27.5,2.0,1,1,0.0,1,0.0,1,1,1,0,35,63,1.0,20794,3
1093,26.0,0.5,2,1,0.0,2,0.471153846,0,1,1,1,160,21,10.0,8753,3
1094,19.61875,0.5,2,2,0.25,37,0.184772221,1,0,2,1,90,46,1.540540541,21158,1
1095,67.3125,0.64,3,2,0.0,10,0.0,0,0,1,0,35,21,17.1,20902,2
1096,36.06642857,1.4,4,2,0.181818182,22,0.609985543,0,1,5,1,35,21,2.318181818,20866,1
1097,38.83333333,0.5,1,1,0.0,2,0.0,1,0,1,1,35,53,21.0,19038,2
1098,13.25,0.363636364,1,1,0.0,6,0.0,0,1,3,0,65,67,10.0,20147,3
1099,28.75,0.333333333,1,1,0.0,2,0.434782609,0,1,1,0,140,84,19.0,21401,3
1100,19.04545455,0.578947368,3,3,0.0,8,0.16229117,0,1,1,0,80,36,12.125,21701,3
1101,35.19565217,0.92,2,1,0.176470588,18,0.09450278,0,1,5,1,35,73,15.44444444,20016,3
1102,28.65,5.421052632,4,2,0.070422535,7,0.310408513,1,1,8,0,35,82,45.0,22015,6
1103,53.0,0.107142857,1,1,0.0,6,0.0,1,0,4,1,115,21,28.16666667,8701,2
1104,45.50833333,2.727272727,7,3,0.5,20,0.050503571,0,0,5,1,55,61,11.5,23233,2
1105,17.56666667,1.105263158,3,2,0.65,40,0.051504473,1,1,1,1,175,21,4.075,19067,1
1106,39.5,0.142857143,1,1,0.0,2,0.0,0,0,6,1,145,69,7.0,8690,2
1107,23.11875,0.5,1,2,0.25,40,0.95701541,1,1,4,1,35,21,1.25,21403,1
1108,51.75,0.421052632,2,2,0.5,40,0.717391304,1,0,5,1,35,21,1.425,8081,1
1109,39.72777778,3.6,3,2,0.347826087,3,0.18039435,1,1,1,1,35,32,58.33333333,22192,6
1110,19.83421053,0.826086957,1,1,0.266666667,23,0.090221574,1,0,1,0,55,21,7.608695652,19152,1
1111,26.57352941,1.7,3,2,0.045454546,15,0.268954068,1,0,3,1,135,35,15.33333333,8361,3
1112,72.66666667,0.428571429,1,1,0.0,6,0.316513762,1,0,1,1,50,35,6.333333333,19446,2
1113,34.58333333,0.461538462,2,1,0.0,10,0.0,0,1,1,1,45,40,6.3,24060,3
1114,31.83333333,0.333333333,1,1,0.0,3,0.0,1,0,6,1,100,21,18.0,21093,3
